,transaction_id,seller,customer_first_name,customer_last_name,total_cost,ticket_quantity,sales_channel,commission_rate,reseller_location
20,711b28a4-b3f7-413e-ae5e-06715a700ec2,organizer,Kyle,Davis,18,1.8,office,0.0,New Mark
21,2d576025-0cd1-469e-8ca8-45e981e9c4e0,reseller,Jessica,Rose,32,3.2,mobile,0.1,Cruztown
22,bed81071-9a32-4489-b639-598510e8030b,reseller,Rachel,Jones,86,8.6,mobile,0.1,Rogersstad
23,4d5846f8-1f2b-475c-94cb-f871a301936c,reseller,Gabriella,Myers,84,8.4,web,0.1,West Timothymouth
24,43de632c-ec75-4cc3-91cf-c642e922e277,organizer,Thomas,Berg,90,9.0,mobile,0.0,Port Sandra
25,a77f3e5c-b18d-4bea-924c-6df18e3b9b9b,reseller,Craig,Sosa,16,1.6,mobile,0.1,Carpentermouth
26,660f3900-70bc-4576-912b-57c44b1d9327,reseller,Ryan,Weber,22,2.2,office,0.1,North Anthony
27,0fb3d2c4-35d2-4281-a6e4-5ad2db37ea7c,organizer,Cheryl,Lowe,56,5.6,mobile,0.0,New Alison
28,74276d9e-1b39-4c92-9dbe-2ab1f3b1fd89,reseller,Robin,Curry,16,1.6,mobile,0.1,Port Peter
29,92142002-c294-43b8-bb4f-888c684c63b6,reseller,Tammy,Johnson,18,1.8,web,0.1,Jonathanbury
30,3250a24d-fe14-460c-af25-be3af2fa7271,reseller,Thomas,Dyer,64,6.4,mobile,0.1,New Heatherview
31,b8d57d11-ca54-439b-b18d-2b6d0aa07e38,reseller,Michelle,Swanson,22,2.2,web,0.1,West Raven
32,8a401633-45a6-4255-ac39-b0423c13f513,organizer,Jorge,Henson,16,1.6,mobile,0.0,South Amy
33,ccc77c2b-c4a0-4ea3-8823-566daefaebe8,organizer,Linda,Tran,87,8.7,office,0.0,Matthewview
34,dd227983-b4b2-4b34-b7aa-8bce4d4b2318,organizer,Ana,Silva,74,7.4,mobile,0.0,East Karen
35,77d9f8fd-1795-49cd-b68f-3decb76d7c01,organizer,Alexis,Hammond,98,9.8,web,0.0,Lake Randyburgh
36,9778b9d6-cf3c-457b-b133-a4a9a0a27a88,organizer,Jennifer,Davis,17,1.7,web,0.0,Port Joseborough
37,23250856-9046-4440-b74b-d6909f575a0e,reseller,Raymond,Craig,16,1.6,web,0.1,Port Kevintown
38,75a45000-1541-42e4-b6b3-ea3087144e49,reseller,Mallory,Elliott,19,1.9,mobile,0.1,West Richardport
39,f1d54424-78ce-4990-b648-1b75f70a331b,organizer,Elizabeth,Carpenter,34,3.4,web,0.0,New Charlesburgh
40,9a631586-56a1-4d42-bb46-5564563338eb,reseller,Aaron,Rivera,58,5.8,office,0.1,South Paulview
41,fba2acbd-6d20-4654-9481-2a2379573440,reseller,Tristan,Bennett,53,5.3,office,0.1,New Miguel
42,ceace1b0-bb00-44f2-9739-bd68b8ae0fc8,organizer,Mikayla,Hardin,77,7.7,mobile,0.0,West Ashleyburgh
43,24e8f523-c680-4ed8-8649-d64eebe10d97,organizer,John,Bradley,65,6.5,mobile,0.0,New Tracy
44,6c779574-9841-474a-ab2f-1f5161092fe6,reseller,Mark,Turner,41,4.1,office,0.1,North Steven
45,05e6f7a4-3c43-47d7-92ae-924c0321b2e5,organizer,Monica,Smith,42,4.2,mobile,0.0,Kyleton
46,8f7153fa-cb32-4009-a0c1-c61ea770d948,organizer,James,Martinez,54,5.4,office,0.0,Port Elizabeth
47,f0c19f97-f2dc-41a2-92c5-dd899145eef3,reseller,Ashley,Smith,51,5.1,web,0.1,Amytown
48,61858cd3-3e16-46b6-86fb-c9a7808e5948,reseller,John,Baker,38,3.8,office,0.1,Timothytown
49,f0c6fc80-c16b-41af-983f-caf1f0f84d62,organizer,Tammy,Tran,75,7.5,web,0.0,Conniemouth
50,5a15afca-8478-4511-a361-d5cd48e4e0cf,reseller,Linda,Flores,19,1.9,mobile,0.1,Lake Jessicaborough
51,a29ffd19-1995-402c-aad4-2f8a0b90fabf,organizer,Seth,Cunningham,22,2.2,mobile,0.0,Shellyfort
52,bde94772-cd37-4a3c-8980-90a777e3cf60,reseller,Christopher,Ryan,33,3.3,office,0.1,Joelside
53,a57a3343-98c6-4e6e-b891-0f65eb845ce9,reseller,Luke,Allen,22,2.2,web,0.1,Deleonshire
54,c9ee9af4-9817-49d5-a041-81d9971bd706,organizer,William,Mckinney,55,5.5,web,0.0,North Lucaston
55,3f0f1a34-9d8f-40f6-80be-47e069a3a850,reseller,Sarah,Owens,44,4.4,mobile,0.1,Lake Meaganbury
56,3b5230fc-bd12-44ff-9e14-9462a0afea33,organizer,Daniel,Ruiz,53,5.3,office,0.0,Dillonside
57,84ea8ab1-bd10-4f24-bbf9-095f1f98aefd,reseller,Andrea,Vasquez,98,9.8,office,0.1,Lake Jamesview
58,8161fe4b-fa11-4c36-b9e7-acef5aa64b50,reseller,Jasmine,Travis,64,6.4,office,0.1,South Katie
59,62100db6-8432-46d2-967e-985ebb0097c9,organizer,Amy,Carson,21,2.1,web,0.0,Taylorfurt
60,c28591a3-5e0b-4ce0-8ef0-9602dbedefb1,reseller,Lisa,Sanchez,51,5.1,mobile,0.1,Ashleybury
61,b13ab94b-02a2-4f64-a042-e6117c3268c0,reseller,Amber,Peterson,24,2.4,office,0.1,Randallville
62,923e47ba-2f79-46e6-b842-9cbbb08a6795,organizer,Tamara,Walker,28,2.8,office,0.0,North Johnshire
63,063dcf4c-940e-4c0e-8710-f58db3799a49,organizer,Carrie,Cook,59,5.9,office,0.0,West Cassandra
64,7d53bec6-32be-4a00-9715-35747338452c,reseller,Briana,Ross,90,9.0,mobile,0.1,Alyssastad
65,aacf95c7-7acb-4ce5-a4e2-eb154d735629,reseller,Sean,Gonzalez,18,1.8,web,0.1,East Rebeccaberg
66,807e9b41-77d8-414d-9421-77de48b16991,organizer,Caitlyn,Mills,87,8.7,web,0.0,Nunezfort
67,e121c194-c3e6-4390-bf83-ddb511cf077e,organizer,Paul,Singleton,74,7.4,web,0.0,East Eric
68,dfa71bc7-6779-4269-9b2a-50e47647ab61,reseller,Barbara,Jensen,62,6.2,mobile,0.1,Bettyshire
69,b2aa8f82-b628-4a3f-bab8-99238032a602,organizer,Kelly,Richards,98,9.8,mobile,0.0,Bradleystad
70,fcd2592e-6b34-4017-ae01-fcdc42e70938,reseller,Jaime,Ortiz,97,9.7,mobile,0.1,Martinezfort
71,8347cace-bab1-418b-8bc4-afb483566e5d,organizer,Jacob,Johnson,28,2.8,office,0.0,Davisshire
72,8feaaa10-540d-46ca-af3b-e4558989f6e9,organizer,Chloe,Smith,66,6.6,office,0.0,Scottmouth
73,5309fca0-41dd-4ff4-b307-7108ee2c6112,reseller,Diane,Patel,41,4.1,web,0.1,New Patriciachester
74,42353e47-3a29-4cee-8cc6-8dd5fb65ed83,organizer,Thomas,Barnett,44,4.4,office,0.0,Port John
75,22a70b69-7bdf-4caa-b3b6-5ad6243b244a,organizer,Christopher,Rios,62,6.2,mobile,0.0,New Elaineberg
76,96f24840-059b-44cf-a50c-3ed663531b42,organizer,Katherine,Hudson,62,6.2,web,0.0,Walshside
77,6056e3d2-f876-40d9-8c5b-99f340114fcc,organizer,Nancy,Wallace,86,8.6,web,0.0,Bowmanville
78,885576a6-590d-46ff-b524-b2e91ec1c4a5,organizer,Sandra,Hoover,54,5.4,web,0.0,Mitchellview
79,2b2ce253-e43b-4ed9-a5ef-9e5b6058660d,organizer,Megan,Garrison,83,8.3,mobile,0.0,Port Scottstad
80,b2ac13c0-8639-4c47-8678-ef985f77e2e4,organizer,Rachael,Strickland,22,2.2,web,0.0,Lopezchester
81,856307f0-12c0-4bc9-b18f-f9e32a97797b,organizer,Sandra,Johnson,73,7.3,mobile,0.0,East Sandrabury
82,9a2b825b-fd4b-4235-a66a-a73170df94ea,reseller,Amber,Johnston,62,6.2,web,0.1,East Douglas
83,fe169beb-41f9-4a61-a54b-36b1664dcea8,reseller,Peter,Mullins,79,7.9,mobile,0.1,Caroltown
84,3aace7db-0c32-42c0-b09f-4a969c44bd74,organizer,Janet,Roberts,73,7.3,web,0.0,East Frank
85,b2ccc75e-eb21-4eda-9314-58676e3232a4,reseller,Joshua,Wright,44,4.4,office,0.1,Gravesbury
86,6d324f8b-affb-4d15-a83d-8ca6554df2c1,organizer,Lisa,Spencer,24,2.4,mobile,0.0,Cherylbury
87,a38d115e-4bb1-4b9a-8c00-f616ff6c748e,organizer,Melissa,Pratt,34,3.4,web,0.0,Josemouth
88,cb6bb800-12f7-4ab8-b0b7-f4b509718bff,reseller,Patty,Stone,98,9.8,mobile,0.1,Danielstad
89,7b78313e-a7b9-4246-b4a8-0988e7c3aecc,reseller,Brittany,Graham,30,3.0,web,0.1,North Jason
90,12236500-f9fa-430e-a86f-c8c27f4ce5ef,reseller,Stephanie,Henson,29,2.9,mobile,0.1,Waltersfurt
91,984764e4-4bcc-470f-abca-cd9a8dc6ceb5,reseller,Bethany,Decker,21,2.1,web,0.1,Nguyenberg
92,32ad6aa8-9cb2-467e-996b-e25048e4edef,reseller,Shannon,Cross,87,8.7,web,0.1,Robertville
93,0f9d25ed-c68e-4ba5-9fa0-4b4d3fea12ce,organizer,Donna,Hale,89,8.9,mobile,0.0,East Jacobland
94,c5e91eb3-6359-4b4b-ae0b-ef4356eec6c4,reseller,Wendy,Pearson,42,4.2,web,0.1,Lake Stephenburgh
95,df146d73-0330-434a-88ea-1b83089309ce,organizer,Sabrina,Jensen,20,2.0,web,0.0,Wardton
96,1a06f5e1-41c7-4c36-b274-aa0c12d7b7a4,reseller,Laura,Lee,48,4.8,web,0.1,Burnsburgh
97,31ef2011-5c3b-4005-83a3-f1c4acab9db2,reseller,Christopher,Garcia,14,1.4,web,0.1,Lake Lindseyshire
98,6555adf0-5131-4aa3-9a50-ba8a7b475d40,reseller,Chloe,Hall,82,8.2,office,0.1,Owensborough
99,0cc11cd3-57ba-4977-919e-0d85c5d49a27,organizer,Tom,Estes,86,8.6,office,0.0,Lake Jacob
100,ec3f19d5-9ce9-42f8-b1f9-834b47da5dd5,organizer,Crystal,Hernandez,58,5.8,web,0.0,North Jeremiah
101,ffa66c90-b6be-4ed6-9f55-8044860cb9b6,organizer,Megan,Wise,56,5.6,mobile,0.0,Jacksonview
102,d68de371-1256-4831-b881-12c69087fda1,organizer,John,Allen,72,7.2,mobile,0.0,New Eric
103,308971a4-ba29-4d19-af2a-7de5ab05976f,reseller,Jessica,Fisher,73,7.3,office,0.1,Tinachester
104,c0e82219-44cc-4fd3-aa45-1f6e9c02aa65,reseller,Dave,Hansen,57,5.7,mobile,0.1,Zacharyton
105,06c333b7-3dad-4abf-b095-bc8c38fa8df2,organizer,Jeffrey,Perry,54,5.4,office,0.0,Castanedatown
106,8b22fbe4-359d-4a39-a482-2922260c8bcf,reseller,Laura,Valenzuela,76,7.6,web,0.1,Lake Cynthiashire
107,f2660201-6bc9-4100-80ec-dc2cbf894f75,reseller,Marvin,Blevins,55,5.5,office,0.1,New Maria
108,d6cbd392-dd99-4ca5-abac-4ae62cda227d,reseller,Lisa,Perry,84,8.4,office,0.1,Johnville
109,f6efb15d-77a5-48d5-97d6-2ab452e5d4bb,reseller,Craig,Alvarez,69,6.9,mobile,0.1,Laurenchester
110,14602637-104b-46c6-80cb-b8354ab41e05,organizer,Dustin,Chapman,51,5.1,web,0.0,West Allison
111,da45029b-bab7-4c0f-9bf9-5d4781f3d4a5,reseller,Heidi,Jordan,47,4.7,mobile,0.1,Adrianberg
112,43a6f877-f312-4292-82da-437e7808d2f8,organizer,Brandon,Rowland,60,6.0,mobile,0.0,Kathrynshire
113,c93518c0-22b5-4994-9842-4e64ae334fd0,reseller,Audrey,Mccoy,93,9.3,office,0.1,Bestberg
114,49d4b37f-3f29-44c2-94bb-28b6a6c74a94,organizer,Renee,Carr,13,1.3,mobile,0.0,Davidstad
115,66be3911-0b35-4634-85cb-c6631c323aee,organizer,Amanda,Thompson,86,8.6,mobile,0.0,New Jillport
116,c8db3c75-d02f-4043-97ea-e37e3353af64,reseller,Erin,Miller,20,2.0,web,0.1,South Clintonmouth
117,c317d36c-a57c-4d88-b46b-3f42e8671af2,organizer,Anthony,Williams,86,8.6,web,0.0,Gillespieland
118,11370df2-eb73-4a5e-9b22-d7f9fa6a49dd,organizer,Cynthia,Adams,35,3.5,web,0.0,Jameshaven
119,88ff53df-96c7-47d9-bf19-c2f3ad9c03b8,organizer,Catherine,Lee,61,6.1,office,0.0,Christophermouth
120,f1189724-290f-4af0-a02e-582410e01666,organizer,Barbara,Carter,51,5.1,office,0.0,South Michael
121,4399bb1d-7aa8-45a9-b76b-4fae3fe95f14,organizer,Peter,Watkins,38,3.8,mobile,0.0,Fletcherville
122,e2aa37c4-1e9e-41ff-9eba-3deb990ef538,reseller,Mitchell,Graves,95,9.5,office,0.1,East Laurenburgh
123,3f352776-5eaf-4c68-a9d0-a602d6d64136,reseller,Tina,Mclean,31,3.1,web,0.1,North Stephanie
124,4f329bc8-1408-49f7-939f-9fe43160ca73,organizer,Benjamin,Bush,98,9.8,mobile,0.0,South Christopherchester
125,71ad2b5f-a020-4cb5-af4a-3b033f077ab3,organizer,Andrew,Mccoy,88,8.8,office,0.0,Amandastad
126,5afd4a5b-32e1-4817-aaa7-f9871b775ba8,reseller,Susan,Carter,56,5.6,web,0.1,Randyberg
127,125dd0d1-9530-4922-a00e-117e13e96bc4,reseller,Jackson,Wyatt,49,4.9,mobile,0.1,Lewisport
128,0ee078f9-7aa0-4116-91b5-21306ba43ae1,reseller,David,Underwood,12,1.2,web,0.1,Robertsfurt
129,19a7287c-f08d-4721-940e-47020d465010,organizer,Jason,Wang,13,1.3,web,0.0,Lake Michellemouth
130,e522aa67-322e-48bd-b84a-51a8afcc91dd,reseller,Lauren,Oconnor,33,3.3,mobile,0.1,Serranohaven
131,c606b60c-689e-42fd-96ec-c10e74e099b7,organizer,Sharon,Oconnor,29,2.9,web,0.0,Christopherside
132,a6a13ee1-3bbc-4624-b64a-096789d6b8fa,reseller,Andrew,Flynn,37,3.7,office,0.1,New Veronicabury
133,e26e0e0e-f5c3-4d14-b85e-aaef8a70a6a8,organizer,Ronald,Elliott,90,9.0,web,0.0,Port Ashleyberg
134,ce3bf74a-a21b-48a8-801f-21bf2a6d0c83,organizer,Craig,Baker,36,3.6,office,0.0,New Aliciatown
135,189b00a6-1025-49c9-a924-7c733521fffc,reseller,Jordan,Roberts,56,5.6,office,0.1,Port Christopher
136,19c2892d-6fe8-4d51-9fb8-6df09542cd20,reseller,Jeffrey,Tapia,83,8.3,mobile,0.1,Frazierton
137,ee3366b5-0cf1-4c3a-84d7-1856bd1126a6,organizer,Deborah,Martin,48,4.8,mobile,0.0,South Rhonda
138,82d34069-5281-41e8-860c-4d9bb9c040f8,reseller,Michael,Murray,21,2.1,mobile,0.1,Amybury
139,645d236f-cf80-416b-856b-11b18b0fa6cd,organizer,Henry,Williams,57,5.7,mobile,0.0,Lopezchester
140,102fffc8-c67e-4aa4-bc2a-49f5f37fcd5c,reseller,William,Pierce,66,6.6,office,0.1,Meyersbury
141,f28abe71-1fa3-4702-aa62-038f2581eed5,organizer,Benjamin,Freeman,72,7.2,mobile,0.0,New Shelby
142,855784d2-daa2-46e6-b192-f8bdd0463720,organizer,Craig,Ramirez,31,3.1,office,0.0,North Shelbytown
143,67217153-df89-43f5-ade7-9fe2b5b8b11b,organizer,Vanessa,Johnson,82,8.2,office,0.0,South Sandramouth
144,adceae53-7546-4ca4-ac38-5c47db74668b,reseller,James,Turner,49,4.9,mobile,0.1,Walkerfurt
145,9e2d5f0a-f328-4a67-a731-ba5f726cb7a0,organizer,Michael,Hansen,59,5.9,mobile,0.0,East Davidport
146,fba75d49-ca6f-45db-866e-86d06736a9d0,organizer,Jessica,Townsend,59,5.9,web,0.0,Lake Lacey
147,da80249b-ffdc-4078-9c65-e86baad69b9f,reseller,Mary,Johnson,85,8.5,office,0.1,South Taylorhaven
148,8a7f2a56-7fdc-4789-b207-dd6ccce5c1e7,reseller,Samantha,Rodriguez,57,5.7,mobile,0.1,East Moniquemouth
149,23cb7e4a-63fa-4a09-a221-80201491fad6,reseller,Gary,Stevens,78,7.8,mobile,0.1,Cynthialand
150,37f5692b-7098-4eea-8f10-8fbce3de0a86,organizer,Emily,Pratt,38,3.8,office,0.0,Johnhaven
151,b3a65bc5-fa82-4fc3-aafc-736346d64df6,reseller,Tammy,Lindsey,76,7.6,mobile,0.1,West Rachel
152,0b705442-af0d-4db6-bda2-1237a3270b11,reseller,Brian,Marquez,99,9.9,mobile,0.1,Ryanport
153,beeb05a3-ab08-4be3-b158-eac31668865b,reseller,Erica,Collins,28,2.8,web,0.1,Villarrealborough
154,20722ce7-0957-4eb2-9e97-8ee7ca3b6bb4,organizer,Megan,Blackburn,15,1.5,office,0.0,Martinezchester
155,44ed0619-d09c-45c7-bd4f-2d065778f82a,organizer,Matthew,Bishop,65,6.5,mobile,0.0,Stewartchester
156,03f4ae33-1de9-4645-add2-54cf5acffa79,organizer,John,Brown,51,5.1,web,0.0,Donaldhaven
157,c038cd45-9597-4c86-9262-15e64662778c,organizer,Candice,Hill,37,3.7,mobile,0.0,South Victoria
158,79e9f42f-b135-430a-b314-f9715204011c,organizer,Scott,Simpson,73,7.3,mobile,0.0,East Christopher
159,8f55bdfa-ad77-4c42-8d04-99c439f0a1b3,reseller,Gregory,Williams,10,1.0,office,0.1,Lindseyton
160,b8d27682-74cb-4bb4-9ac0-ce6907dce2b0,reseller,Thomas,Huang,70,7.0,web,0.1,Port Margaret
161,d462b0c8-ae36-4842-8e48-24ecf15c09ac,organizer,Robert,Henderson,86,8.6,web,0.0,South Evelyn
162,2588dde5-3d3f-4e54-a191-9132ef6eaf11,reseller,Ashley,Moreno,41,4.1,mobile,0.1,Kaylaborough
163,511b8020-a96c-4a57-9204-94cdce3e87f7,organizer,William,Johnson,41,4.1,office,0.0,Port Marioland
164,edebef9d-7a2a-4348-ae2c-1d9c13e609eb,reseller,Larry,Scott,43,4.3,mobile,0.1,Jakeville
165,ad98d15c-1cda-42b3-8869-8fe40d24c283,reseller,Michael,Diaz,58,5.8,mobile,0.1,West Richardstad
166,2e3098fb-85ea-4eb8-a88c-2035821da87e,reseller,Mary,Lane,37,3.7,office,0.1,Lake Stephenmouth
167,9938b91c-68a1-409f-8bcc-db9bffa5e8cf,organizer,John,Hunt,61,6.1,web,0.0,Chelseaview
168,889ea8c7-4453-4467-863e-54377e076f2f,organizer,Ann,Frazier,71,7.1,mobile,0.0,Richardsonshire
169,1bd1c9ac-0eb6-4ce3-a85e-cf3c35090378,organizer,Alexander,Thompson,48,4.8,office,0.0,East Dawn
170,ab1bdd56-35b9-4f51-a4b8-e23092d0e48b,reseller,Judith,Boyd,13,1.3,mobile,0.1,Boothton
171,7691f570-ac57-4648-91f8-55be39491bef,reseller,Matthew,Price,85,8.5,office,0.1,Lake Tammy
172,32ecccc0-1aee-4952-b76f-daf92b5d69bf,reseller,Brandon,Jacobs,49,4.9,mobile,0.1,Smithstad
173,346aa6e5-ceaa-4035-adb6-31298bf75ced,organizer,Juan,Chandler,35,3.5,mobile,0.0,Courtneystad
174,1978011a-a4b8-4861-bdb6-2539d14b7d1c,organizer,John,Peterson,99,9.9,web,0.0,New Jessicaburgh
175,d4a93b98-3113-4b4f-bca2-e76272e4d83e,reseller,Stephanie,Diaz,33,3.3,web,0.1,Bennettport
176,1e3c8f24-0434-4f5e-9660-78f9ecef46dc,reseller,Michael,Hoffman,87,8.7,mobile,0.1,New Dalestad
177,5b05e062-7169-4928-80e3-b320b0585ab0,reseller,Keith,Serrano,40,4.0,office,0.1,East Bailey
178,e24fd1e1-d012-4539-a479-c0615fad4be7,organizer,Michael,Garrett,54,5.4,mobile,0.0,Jesseport
179,394dff92-ad50-422b-ba62-4f109d6f3d3f,reseller,Stacey,Paul,83,8.3,web,0.1,Melissaton
180,464a41c1-1577-4ba6-8643-5ab96fbc2683,reseller,Cynthia,Ball,67,6.7,web,0.1,South Leslieside
181,7308ee44-15bf-43e3-ac98-0e53acc28721,organizer,Christine,Aguilar,35,3.5,office,0.0,Lake Stephanie
182,d71369fa-708b-4f46-8f3b-6a8452ffdd21,reseller,Jennifer,Soto,96,9.6,mobile,0.1,Evansville
183,de1ff6fb-4844-47cf-8004-299a75a0b2c3,organizer,Paul,Hernandez,27,2.7,web,0.0,West Rebeccamouth
184,681ee28f-3167-4d9f-b3df-d42932a11e59,organizer,Robert,Weber,29,2.9,mobile,0.0,Lake Bradley
185,7d35f48f-6b34-43f1-8d0e-152a8d256774,organizer,Debra,Chandler,64,6.4,web,0.0,Port Joseph
186,81feabe7-c13d-400e-a182-2fff6ad68cf0,organizer,Aaron,Brown,83,8.3,web,0.0,Mccoystad
187,b17c032c-3d11-4494-b027-b467e6c8cc0e,reseller,James,Smith,90,9.0,mobile,0.1,Willisborough
188,2f27d6a5-7a1e-46db-b717-99b2a9191cc0,organizer,Matthew,Reeves,10,1.0,mobile,0.0,North Kathryn
189,b1a81162-e830-40a2-9c6f-7c3abd72e0a2,organizer,John,Mathis,30,3.0,mobile,0.0,East Jonathanstad
190,a3431aaf-3348-4125-a2e5-f65506415b00,reseller,Dana,Johnson,34,3.4,mobile,0.1,Aguilartown
191,957c58fe-7e88-495b-b8d3-11f99c07f099,reseller,Nicholas,Elliott,60,6.0,office,0.1,Fuentesview
192,32fa0216-e1b8-4fa2-8d73-cab946c09c60,reseller,Nancy,Zimmerman,14,1.4,mobile,0.1,Port Tylerstad
193,caa5eeda-f2b5-47cf-869b-acc3377d7da8,organizer,Ashley,Small,91,9.1,office,0.0,Michelletown
194,760bb282-db19-4a46-b654-8220caf4df64,organizer,Robert,Reyes,86,8.6,office,0.0,Lake Janicestad
195,f82b3c5a-19b5-4e07-951e-a3118bf19de6,organizer,Richard,Foster,63,6.3,web,0.0,Davidville
196,e50506bf-b4be-4b57-89d9-c8973d4e5b8f,reseller,Jacqueline,Carpenter,94,9.4,office,0.1,Port Leeshire
197,903c8152-a898-47f5-bdd8-e339827ef40c,reseller,Robert,Guerrero,99,9.9,office,0.1,West Taylorbury
198,c2126aed-a5d6-48ee-9d69-3881245c25c6,organizer,Eileen,Smith,47,4.7,office,0.0,West Michael
199,4f4a5edb-c371-4c3f-b61f-bcaf9700cd72,reseller,Brandon,Ford,60,6.0,mobile,0.1,Sanchezmouth
200,5541b2c3-68ae-4f6e-8f0b-b56d09919eb0,reseller,Sean,Turner,32,3.2,mobile,0.1,Jonesburgh
201,a8592f79-2a7c-43d8-93d8-004a1c71bea4,organizer,Jonathon,Smith,21,2.1,mobile,0.0,New Anthonybury
202,e4bd4f59-1072-42cf-a68c-533d1bd95d12,reseller,Eric,Strickland,45,4.5,web,0.1,Alexishaven
203,1df9d7ee-7f4e-4ccf-a42f-6bb93933abb5,reseller,Allison,Long,46,4.6,mobile,0.1,Johnburgh
204,90b80322-9f41-4a2d-a6f9-1cb07215f9a4,reseller,Tony,Andrews,30,3.0,office,0.1,West Sharonmouth
205,5085101f-8f99-40ec-ad54-e1723bc23941,organizer,Anna,Mckinney,82,8.2,mobile,0.0,New Teresaton
206,b3ba9a0a-febd-424c-8dbe-b1503bc6f481,organizer,Karla,Smith,24,2.4,web,0.0,South Karenland
207,a86a46ae-2d75-44ab-a4ef-529fe2893dba,organizer,Nicole,Wilson,78,7.8,web,0.0,Hillmouth
208,fd9f2804-45af-4f2f-952c-f63013468816,organizer,Troy,Walter,50,5.0,office,0.0,Port Alyssa
209,a4e09e66-fa46-4027-934e-7435c2a68bdb,organizer,Larry,Myers,73,7.3,mobile,0.0,Garyshire
210,579f3172-f3a4-4b76-b7cc-51af66942938,reseller,Steven,Smith,29,2.9,mobile,0.1,Lake Margaretfort
211,4b541622-85aa-4b1d-8cae-67b1665494e6,organizer,Lisa,Hinton,55,5.5,mobile,0.0,South Taraview
212,743e724f-5d64-4ebe-af52-22811108d990,organizer,Nancy,Olsen,99,9.9,office,0.0,South Robert
213,b4c87c2e-aa2e-4543-9938-99408e86f013,reseller,Lisa,Rivera,53,5.3,mobile,0.1,Lake Bradley
214,cc6a6985-04f3-4ed4-ab1a-97a0911bfaf6,reseller,Jacob,Miller,62,6.2,mobile,0.1,Villarrealfort
215,35a46e36-737c-4ce8-a8fc-3f82886f1528,organizer,Yvonne,Hawkins,42,4.2,mobile,0.0,Stevensmouth
216,9b88d6a5-a6e0-407a-b097-d179dab30709,reseller,Cynthia,Nelson,67,6.7,mobile,0.1,Greentown
217,826b4aa4-f798-4fad-9640-40813cb0612c,reseller,Christopher,Miller,98,9.8,mobile,0.1,New Robin
218,e1ce6ee0-3c36-45a8-ad3d-0502e2165e78,reseller,Jessica,Hart,72,7.2,web,0.1,Thomasside
219,0ded01c0-32bc-4c98-9e26-5da74b7dfdab,organizer,Valerie,Johnson,10,1.0,mobile,0.0,Wilsonview
220,46f9054d-8eac-44e5-bbfe-207aa43c2811,reseller,Richard,Norman,23,2.3,web,0.1,Michelleville
221,f580f081-d4c4-4771-9a11-181a2363bde6,organizer,Erika,Hoffman,74,7.4,mobile,0.0,West Amberfurt
222,b8e3cb77-d905-4a6f-aab8-ecf2c9b94649,organizer,Leslie,Hall,20,2.0,office,0.0,Anthonyfort
